Authors,Title,Year,Source,,
"Grydeland, H; Walhovd, K.B; Tamnes, C.K; Westlye, L.T; Fjell, A.M.",Intracortical myelin links with performance variability across the human lifespan: Results from T1- and T2- weighted MRI myelin mapping and diffusion tensor imaging,2013,Journal of Neuroscience,,
"Zhou, I.Y; Gao, D.S; Chow, A.M; Fan, S; Cheung, M.M; Ling, C; Liu, X; Cao, P; Guo, H; Man, K; Wu, E.X.",Effect of diffusion time on liver DWI: An experimental study of normal and fibrotic livers,2013,Magnetic Resonance in Medicine,,
"Karasev, P; Kolesov, I; Fritscher, K; Vela, P; Mitchell, P; Tannenbaum, A.",Interactive medical image segmentation using PDE control of active contours,2013,IEEE Transactions on Medical Imaging,,
"Firjani, A; Elmaghraby, A; El-Baz, A.",MRI-based diagnostic system for early detection of prostate cancer,2013,"Proceedings of the 2013 4th Annual ORNL Biomedical Sciences and Engineering Conference: Collaborative Biomedical Innovations, BSEC 2013",,
"Mason, J; Al-Qaisieh, B; Bownes, P; Wilson, D; Buckley, D.L; Thwaites, D; Carey, B; Henry, A.",Multi-parametric MRI-guided focal tumor boost using HDR prostate brachytherapy: A feasibility study,2013,Brachytherapy,,
"Fu, J.-L; Liu, Y; Li, Y.-M; Chang, C; Li, W.-B.",Use of Diffusion Tensor Imaging for Evaluating Changes in the Microstructural Integrity of White Matter Over 3 Years in Patients with Amnesic-Type Mild Cognitive Impairment Converting to Alzheimer's Disease,2013,Journal of Neuroimaging,,
"Maudsley, A.A; Roy, B; Gupta, R.K; Sheriff, S; Awasthi, R; Gu, M; Husain, N; Mohakud, S; Behari, S; Spielman, D.M.",Association of Metabolite Concentrations and Water Diffusivity in Normal Appearing Brain Tissue with Glioma Grade,2013,Journal of Neuroimaging,,
"Samardzic, D; Thamburaj, K.",Magnetic Resonance Characteristics and Susceptibility Weighted Imaging of the Brain in Gadolinium Encephalopathy,2013,Journal of Neuroimaging,,
"Rembak-Szymkiewicz, J; Bobek-Billewicz, B; Sok’_Åä, M; Jurkowski, M.K.",Current methods of focal liver lesion diagnosis,2013,Polish Annals of Medicine,,
"Turkbey, B; Merino, M.J; Gallardo, E.C; Shah, V; Aras, O; Bernardo, M; Mena, E; Daar, D; Rastinehad, A.R; Linehan, W.M; Wood, B.J; Pinto, P.A; Choyke, P.L.",Comparison of endorectal coil and nonendorectal coil T2W and diffusion-weighted MRI at 3 Tesla for localizing prostate cancer: Correlation with whole-mount histopathology,2013,Journal of Magnetic Resonance Imaging,,
"Adams, H.J; Kwee, T.C; Lokhorst, H.M; Westerweel, P.E; Fijnheer, R; Kersten, M.J; Verkooijen, H.M; Stoker, J; Nievelstein, R.A.",Potential prognostic implications of whole-body bone marrow MRI in diffuse large B-cell lymphoma patients with a negative blind bone marrow biopsy,2013,Journal of Magnetic Resonance Imaging,,
"Gaustad, J.-V; Pozdniakova, V; Hompland, T; Simonsen, T.G; Rofstad, E.K.",Magnetic resonance imaging identifies early effects of sunitinib treatment in human melanoma xenografts,2013,Journal of Experimental and Clinical Cancer Research,,
"Wysock, J.S; Rosenkrantz, A.B; Huang, W.C; Stifelman, M.D; Lepor, H; Deng, F.-M; Melamed, J; Taneja, S.S.","A Prospective, Blinded Comparison of Magnetic Resonance (MR) Imaging-Ultrasound Fusion and Visual Estimation in the Performance of MR-targeted Prostate Biopsy: The PROFUS Trial",2013,European Urology,,
"Tuomiranta, L.M; C’_mara, E; Froudist Walsh, S; Ripoll’©s, P; Saunavaara, J.P; Parkkola, R; Martin, N; Rodr’_guez-Fornells, A; Laine, M.",Hidden word learning capacity through orthography in aphasia,2013,Cortex,,
"Richardson, S; Siow, B; Panagiotaki, E; Schneider, T; Lythgoe, M.F; Alexander, D.C.",Viable and fixed white matter: Diffusion magnetic resonance comparisons and contrasts at physiological temperature,2013,Magnetic Resonance in Medicine,,
"Malyarenko, D.I; Chenevert, T.L.",Practical estimate of gradient nonlinearity for implementation of apparent diffusion coefficient bias correction,2013,Journal of Magnetic Resonance Imaging,,
"Emblem, K.E; Due-Tonnessen, P; Hald, J.K; Bjornerud, A; Pinho, M.C; Scheie, D; Schad, L.R; Meling, T.R; Zoellner, F.G.",Machine learning in preoperative glioma MRI: Survival associations by perfusion-based support vector machine outperforms traditional MRI,2013,Journal of Magnetic Resonance Imaging,,
"Paolantonio, P; Laghi, A; Vanzulli, A; Grazioli, L; Morana, G; Ragozzino, A; Colagrande, S.",MRI of Hepatic Epithelioid Hemangioendothelioma (HEH),2013,Journal of Magnetic Resonance Imaging,,
"Artzi, M; Aizenstein, O; Jonas-Kimchi, T; Bornstein, N; Shopin, L; Hallevi, H; Ben Bashat, D.",Classification of lesion area in stroke patients during the subacute phase: A multiparametric MRI study,2013,Magnetic Resonance in Medicine,,
"Spiegelhalder, K; Regen, W; Prem, M; Baglioni, C; Nissen, C; Feige, B; Schnell, S; Kiselev, V.G; Hennig, J; Riemann, D.",Reduced anterior internal capsule white matter integrity in primary insomnia,2013,Human Brain Mapping,,
"Yan, D; Yan, S; Wang, Q; Liao, X; Lu, Z; Wang, Y.",Predictors for replanning in loco-regionally advanced nasopharyngeal carcinoma patients undergoing intensity-modulated radiation therapy: A prospective observational study,2013,BMC Cancer,,
"Campbell, B.C.V; Macrae, I.M.",Translational perspectives on perfusion-diffusion mismatch in ischemic stroke,2013,International Journal of Stroke,,
"Hueper, K; Hartung, D; Gutberlet, M; Gueler, F; Sann, H; Husen, B; Wacker, F; Reiche, D.",Assessment of impaired vascular reactivity in a rat model of diabetic nephropathy: Effect of nitric oxide synthesis inhibition on intrarenal diffusion and oxygenation measured by magnetic resonance imaging,2013,American Journal of Physiology - Renal Physiology,,
"Tseng, B.Y; Gundapuneedi, T; Khan, M.A; Diaz-Arrastia, R; Levine, B.D; Lu, H; Huang, H; Zhang, R.",White matter integrity in physically fit older adults,2013,NeuroImage,,
"Wisner, D.J; Rogers, N; Deshpande, V.S; Newitt, D.N; Laub, G.A; Porter, D.A; Kornak, J; Joe, B.N; Hylton, N.M.",High-resolution diffusion-weighted imaging for the separation of benign from malignant BI-RADS 4/5 lesions found on breast MRI at 3T,2013,Journal of Magnetic Resonance Imaging,,
"Giganti, F; De Cobelli, F; Canevari, C; Orsenigo, E; Gallivanone, F; Esposito, A; Castiglioni, I; Ambrosi, A; Albarello, L; Mazza, E; Gianolli, L; Staudacher, C; Del Maschio, A.",Response to chemotherapy in gastric adenocarcinoma with diffusion-weighted MRI and 18F-FDG-PET/CT: Correlation of apparent diffusion coefficient and partial volume corrected standardized uptake value with histological tumor regression grade,2013,Journal of Magnetic Resonance Imaging,,
"Reginold, W; Lang, A.E; Marras, C; Heyn, C; Alharbi, M; Mikulis, D.J.",Longitudinal quantitative MRI in multiple system atrophy and progressive supranuclear palsy,2013,Parkinsonism and Related Disorders,,
"Schwarz, S.T; Abaei, M; Gontu, V; Morgan, P.S; Bajaj, N; Auer, D.P.",Diffusion tensor imaging of nigral degeneration in Parkinson's disease: A region-of-interest and voxel-based study at 3 T and systematic review with meta-analysis,2013,NeuroImage: Clinical,,
"Schwenzer, N.F; Schmidt, H; Gatidis, S; Brendle, C; M’_ller, M; K’_nigsrainer, I; Claussen, C.D; Pfannenberg, A.C; Schraml, C.",Measurement of apparent diffusion coefficient with simultaneous MR/positron emission tomography in patients with peritoneal carcinomatosis: Comparison with 18F-FDG-PET,2013,Journal of Magnetic Resonance Imaging,,
"Hansen, T.M; Nilsson, M; Gram, M; Fr’Ùkj’_r, J.B.",Morphological and functional evaluation of chronic pancreatitis with magnetic resonance imaging,2013,World Journal of Gastroenterology,,
"Bhushan, C; Joshi, A.A; Leahy, R.M; Haldar, J.P.",Improved B0-distortion correction in diffusion MRI using interlaced q-space sampling and constrained reconstruction,2013,Magnetic Resonance in Medicine,,
"Focke, N.K; Diederich, C; Helms, G; Nitsche, M.A; Lerche, H; Paulus, W.",Idiopathic-generalized epilepsy shows profound white matter diffusion-tensor imaging alterations,2013,Human Brain Mapping,,
"Tlili-Graiess, K; Mama, N; Arifa, N; Kadri, K; Hasni, I; Krifa, H; Mokni, M.",Diffusion weighted MR imaging and proton MR spectroscopy findings of central Neurocytoma with Pathological Correlation,2013,Journal of Neuroradiology,,
"Martin, L; Ma’Âtre, X; de Rochefort, L; Sarracanie, M; Friese, M; Hagot, P; Durand, E.",Phase-contrast velocity mapping for highly diffusive fluids: Optimal bipolar gradient pulse parameters for hyperpolarized helium-3,2013,Magnetic Resonance in Medicine,,
"Nicolas Cano, M; de Cano, S.J.F; Massamitsu Kambara, A; Moreira, S; Pezzi Portela, L.A; Costa Jr; J.R; Abizaid, A; Sousa, A.G.M.R; Eduardo Sousa, J.",Cerebral protection in elderly patients during carotid stenting | Prote’_’£o cerebral em pacientes idosos durante implante de stent carot’_deo,2013,Revista Brasileira de Cardiologia Invasiva,,
"Yamada, I; Hikishima, K; Miyasaka, N; Tokairin, Y; Kawano, T; Ito, E; Kobayashi, D; Eishi, Y; Okano, H; Shibuya, H.",Diffusion-tensor MRI and tractography of the esophageal wall ex vivo,2013,Journal of Magnetic Resonance Imaging,,
"Lavdas, I; Miquel, M.E; Mcrobbie, D.W; Aboagye, E.O.",Comparison between diffusion-weighted MRI (DW-MRI) at 1.5 and 3 tesla: A phantom study,2013,Journal of Magnetic Resonance Imaging,,
"Lambrecht, M; Van Herck, H; De Keyzer, F; Vandecaveye, V; Slagmolen, P; Suetens, P; Hermans, R; Nuyts, S.",Redefining the target early during treatment. Can we visualize regional differences within the target volume using sequential diffusion weighted MRI?,2013,Radiotherapy and Oncology,,
"Colosio, A; Soyer, P; Rousset, P; Barbe, C; Nguyen, F; Bouch’©, O; Hoeffel, C.",Value of diffusion-weighted and gadolinium-enhanced MRI for the diagnosis of pelvic recurrence from colorectal cancer,2013,Journal of Magnetic Resonance Imaging,,
"Kwee, T.C; Vermoolen, M.A; Akkerman, E.A; Kersten, M.J; Fijnheer, R; Ludwig, I; Beek, F.J; van Leeuwen, M.S; Bierings, M.B; Bruin, M.C; Zs’_ros, J; Quarles van Ufford, H.M; de Klerk, J.M; Adam, J; Stoker, J; Uiterwaal, C.S; Nievelstein, R.A.","Whole-body MRI, including diffusion-weighted imaging, for staging lymphoma: Comparison with CT in a prospective multicenter study",2013,Journal of Magnetic Resonance Imaging,,
"Petrillo, A; Fusco, R; Setola, S.V; Ronza, F.M; Granata, V; Petrillo, M; Carone, G; Sansone, M; Franco, R; Fulciniti, F; Perdon’_, S.",Multiparametric MRI for prostate cancer detection: Performance in patients with prostate-specific antigen values between 2.5 and 10 ng/mL,2013,Journal of Magnetic Resonance Imaging,,
"Feng, S; Chen, D; Kushmerick, M; Lee, D.",Multiparameter MRI analysis of the time course of induced muscle damage and regeneration,2013,Journal of Magnetic Resonance Imaging,,
"Bender, B; Heine, C; Danz, S; Bischof, F; Reimann, K; Bender, M; N’_gele, T; Ernemann, U; Korn, A.",Diffusion restriction of the optic nerve in patients with acute visual deficit,2013,Journal of Magnetic Resonance Imaging,,
"Tong, T; Yao, Z; Xu, L; Cai, S; Bi, R; Xin, C; Gu, Y; Peng, W.",Extramural depth of tumor invasion at thin-section MR in rectal cancer: Associating with prognostic factors and ADC value,2013,Journal of Magnetic Resonance Imaging,,
"Li, X; Qu, J.-R; Luo, J.-P; Li, J; Zhang, H.-K; Shao, N.-N; Kwok, K; Zhang, S.-N; Li, Y.-L; Liu, C.-C; Zee, C.-S; Li, H.-L.",Effect of intravenous gadolinium-DTPA on diffusion-weighted imaging of brain tumors: A short temporal interval assessment,2013,Journal of Magnetic Resonance Imaging,,
"Sboto-Frankenstein, U.N; Lazar, T; Bolster, R.B; Thind, S; Dreessen de Gervai, P; Gruwel, M.L; Smith, S.D; Tomanek, B.",Symmetry of the fornix using diffusion tensor imaging,2013,Journal of Magnetic Resonance Imaging,,
"Teipel, S.J; Lerche, M; Kilimann, I; O'Brien, K; Grothe, M; Meyer, P; Li, X; S’_nger, P; Hauenstein, K.",Decline of fiber tract integrity over the adult age range: A diffusion spectrum imaging study,2013,Journal of Magnetic Resonance Imaging,,
"Lee, C.H; Yoo, K.H; Je, B.-K; Kim, I.S; Kiefer, B; Park, Y.S; Kim, K.A; Park, C.M.",Using intravoxel incoherent motion MR imaging to evaluate cortical defects in the first episode of upper urinary tract infections: Preliminary results,2013,Journal of Magnetic Resonance Imaging,,
"Vandendries, C; Ducreux, D; Lacroix, C; Ducot, B; Saliou, G.",Statistical analysis of multi-b factor diffusion weighted images can help distinguish between vasogenic and tumor-infiltrated edema,2013,Journal of Magnetic Resonance Imaging,,
"Bilgic, B; Chatnuntawech, I; Fan, A.P; Setsompop, K; Cauley, S.F; Wald, L.L; Adalsteinsson, E.",Fast image reconstruction with L2-regularization,2013,Journal of Magnetic Resonance Imaging,,
"Ray, S; Khanra, D; Sonthalia, N; Saha, M; Talukdar, A.",A case of cerebral venous thrombosis presenting as acute reversible visual loss: A rarely reported association,2013,Annals of Neurosciences,,
"Shimoyama, T; Kimura, K; Uemura, J; Saji, N; Shibazaki, K.","Elevated glucose level adversely affects infarct volume growth and neurological deterioration in non-diabetic stroke patients, but not diabetic stroke patients",2013,European Journal of Neurology,,
"Panagiotidis, E; Shankar, A; Afaq, A; Bomanji, J.",Assessing therapy response of secreting pineal germ cell tumor on simultaneous 18F-Choline PET/MRI,2013,Clinical Nuclear Medicine,,
"Elshafey, R; Elattar, A; Mlees, M; Esheba, N.",Role of quantitative diffusion-weighted MRI and 1H MR spectroscopy in distinguishing between benign and malignant thyroid nodules,2013,Egyptian Journal of Radiology and Nuclear Medicine,,
"Puech, P; Sufana-Iancu, A; Renard, B; Lemaitre, L.",Prostate MRI: Can we do without DCE sequences in 2013?,2013,Diagnostic and Interventional Imaging,,
"Canales-Rodr’_guez, E.J; Pomarol-Clotet, E; Radua, J; Sarr’_, S; Alonso-Lana, S; Del Mar Bonn’_n, C; Goikolea, J.M; Maristany, T; Garc’_a-’Ålvarez, R; Vieta, E; McKenna, P; Salvador, R.",Structural Abnormalities in Bipolar Euthymia: A Multicontrast Molecular Diffusion Imaging Study,2013,Biological Psychiatry,,
"Largeron, J.P; Galonnier, F; V’©drine, N; Alfidja, A; Boyer, L; Pereira, B; Boiteux, J.P; Kemeny, J.L; Guy, L.",Multiparametric 3 TÎ_MRI in the routine staging of prostate cancer | L'IRM 3 Tesla multi-param’©trique dans le staging du cancer prostatique en pratique courante,2013,Progres en Urologie,,
"Thomassin-Naggara, I; Siles, P; Balvay, D; Cuenod, C.A; Carette, M.F; Bazot, M.",MR perfusion for pelvic female imaging,2013,Diagnostic and Interventional Imaging,,
"Ullmann, J.F.P; Calamante, F; Collin, S.P; Reutens, D.C; Kurniawan, N.D.",Enhanced characterization of the zebrafish brain as revealed by super-resolution track-density imaging,2013,Brain Structure and Function,,
"Zhang, Y; Ou, D; Gu, Y; He, X; Peng, W; Mao, J; Yue, L; Shen, X.",Diffusion-weighted MRI of salivary glands with gustatory stimulation: Comparison before and after radiotherapy,2013,Acta Radiologica,,
"Chang, J.H; Lim Joon, D; Lee, S.T; Hiew, C.-Y; Esler, S; Gong, S.J; Wada, M; Clouston, D; O'Sullivan, R; Goh, Y.P; Tochon-Danguy, H; Chan, J.G; Bolton, D; Scott, A.M; Khoo, V; Davis, I.D.","Diffusion-weighted MRI, 11C-choline PET and 18F-fluorodeoxyglucose PET for predicting the Gleason score in prostate carcinoma",2013,European Radiology,,
"Shin, K.E; Yi, C.A; Kim, T.S; Lee, H.Y; Choi, Y.S; Kim, H.K; Kim, J.",Diffusion-weighted MRI for distinguishing non-neoplastic cysts from solid masses in the mediastinum: problem-solving in mediastinal masses of indeterminate internal characteristics on CT,2013,European Radiology,,
"Avcu, S; Bulut, M.D; Yavuz, A; Bora, A; Beyazal, M.",Value of DW-MRI ADC quantification of colonic wall lesions in differentiation of inflammatory bowel disease and colorectal carcinoma,2013,Japanese Journal of Radiology,,
"Schmidt, S; Dunet, V; Koehli, M; Montemurro, M; Meuli, R; Prior, J.O.",Diffusion-weighted magnetic resonance imaging in metastatic gastrointestinal stromal tumor (GIST): A pilot study on the assessment of treatment response in comparison with 18F-FDG PET/CT,2013,Acta Radiologica,,
"Vokurka, S; Tup’_, R; Boudov’ç, L; Mraóçek, J; Jindra, P; Ferda, J; Hrabó_tov’ç, M.","The clinical, histopathological and imaging methods characteristics of non-hodgkin lymphomas in patients with brain involvement | Klinick’©, histopatologick’© a zobrazovac’_ charakteristiky non-hodgkinsk’_ch lymfomÅÀ u pacientÅÀ s postiÅ_en’_m mozku",2013,Klinicka Onkologie,,
"Chen, Y.-W; Pan, H.-B; Tseng, H.-H; Chu, H.-C; Hung, Y.-T; Yen, Y.-C; Chou, C.-P.",Differentiated epithelial- and mesenchymal-like phenotypes in subcutaneous mouse xenografts using diffusion weighted-magnetic resonance imaging,2013,International Journal of Molecular Sciences,,
"Caeyenberghs, K; Leemans, A; Leunissen, I; Michiels, K; Swinnen, S.P.",Topological correlations of structural and functional networks in patients with traumatic brain injury,2013,Frontiers in Human Neuroscience,,
"Bonilha, L; Helpern, J.A; Sainju, R; Nesland, T; Edwards, J.C; Glazier, S.S; Tabesh, A.",Presurgical connectome and postsurgical seizure control in temporal lobe epilepsy,2013,Neurology,,
"Tsai, C.-Y; Su, C.-H; Baudrie, V; Laude, D; Weng, J.-C; Chang, A.Y.W; Chan, J.Y.H; Elghozi, J.-L; Chan, S.H.H.",Visualizing oxidative stress-induced depression of cardiac vagal baroreflex by MRI/DTI in a mouse neurogenic hypertension model,2013,NeuroImage,,
