Authors,Title,Year,Sourcetitle,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited,Link,Document Type,Source,EID
"Dietl, T., Kurthen, M., Kirch, D., Staedtgen, M., Schaller, C., Elger, C.E., Grunwald, T.",Limbic event-related potentials to words and pictures in the presurgical evaluation of temporal lobe epilepsy,2008,Epilepsy Research,78,3-Feb,,207,215,,3,http://www.scopus.com/inward/record.url?eid=2-s2.0-38549160705&partnerID=40&md5=21a08f09d6a23755f493465df166bccd,Article,Scopus,2-s2.0-38549160705
"Riddoch, M.J., Johnston, R.A., Bracewell, R.M., Boutsen, L., Humphreys, G.W.",Are faces special? A case of pure prosopagnosia,2008,Cognitive Neuropsychology,25,1,,3,26,,31,http://www.scopus.com/inward/record.url?eid=2-s2.0-40749160964&partnerID=40&md5=7c90d85514c1d3e7371f0dfbc3f1d855,Article,Scopus,2-s2.0-40749160964
"Koenigs, M., Huey, E.D., Raymont, V., Cheon, B., Solomon, J., Wassermann, E.M., Grafman, J.",Focal brain damage protects against post-traumatic stress disorder in combat veterans,2008,Nature Neuroscience,11,2,,232,237,,89,http://www.scopus.com/inward/record.url?eid=2-s2.0-38649111691&partnerID=40&md5=7f1efa35377fc0cb48df89a74c08268a,Article,Scopus,2-s2.0-38649111691
"Cools, R., Gibbs, S.E., Miyakawa, A., Jagust, W., D'Esposito, M.",Working memory capacity predicts dopamine synthesis capacity in the human striatum,2008,Journal of Neuroscience,28,5,,1208,1212,,83,http://www.scopus.com/inward/record.url?eid=2-s2.0-38749089409&partnerID=40&md5=7c18c2ef43ee5a1bb2f22034cf4355f9,Article,Scopus,2-s2.0-38749089409
"Poirier, G.L., Amin, E., Aggleton, J.P.",Qualitatively different hippocampal subfield engagement emerges with mastery of a spatial memory task by rats,2008,Journal of Neuroscience,28,5,,1034,1045,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-38749147247&partnerID=40&md5=3b8ae498545a474982d92eebcb7857d4,Article,Scopus,2-s2.0-38749147247
"Hayama, H.R., Johnson, J.D., Rugg, M.D.",The relationship between the right frontal old/new ERP effect and post-retrieval monitoring: Specific or non-specific?,2008,Neuropsychologia,46,5,,1211,1223,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-42749096118&partnerID=40&md5=a1432602d2dbb00a30c1859e3687f096,Article,Scopus,2-s2.0-42749096118
"Marrone, D.F., Schaner, M.J., McNaughton, B.L., Worley, P.F., Barnes, C.A.",Immediate-early gene expression at rest recapitulates recent experience,2008,Journal of Neuroscience,28,5,,1030,1033,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-38749140628&partnerID=40&md5=5da733e3d8f5b600b35639d2ca98648a,Article,Scopus,2-s2.0-38749140628
"Smith, E.E., Grossman, M.",Multiple systems of category learning,2008,Neuroscience and Biobehavioral Reviews,32,2,,249,264,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349167001&partnerID=40&md5=09fa1cd994f46275080c6f34f1a0072f,Review,Scopus,2-s2.0-38349167001
"Da Silva, W.C., Bonini, J.S., Bevilaqua, L.R.M., Medina, J.H., Izquierdo, I., Cammarota, M.",Inhibition of mRNA synthesis in the hippocampus impairs consolidation and reconsolidation of spatial memory,2008,Hippocampus,18,1,,29,39,,25,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349099205&partnerID=40&md5=68c94ea4725226081332aef1c2934100,Article,Scopus,2-s2.0-38349099205
"Koenig, J., Cosquer, B., Cassel, J.-C.","Activation of septal 5-HT1A receptors alters spatial memory encoding, interferes with consolidation, but does not affect retrieval in rats subjected to a water-maze task",2008,Hippocampus,18,1,,99,118,,20,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349130991&partnerID=40&md5=80c92062503aaf68fbac5274882d8fe1,Article,Scopus,2-s2.0-38349130991
"Korol, D.L., Gold, P.E.",Epinephrine converts long-term potentiation from transient to durable form in awake rats,2008,Hippocampus,18,1,,81,91,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349160378&partnerID=40&md5=5647de51b6b50e4d600ca39c784d7cf5,Article,Scopus,2-s2.0-38349160378
"Suchan, B., Gayk, A.E., Schmid, G., KÃ¶ster, O., Daum, I.",Hippocampal involvement in recollection but not familiarity across time: A prospective study,2008,Hippocampus,18,1,,92,98,,14,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349120962&partnerID=40&md5=beed409ae500f867e547da3d8135d41b,Article,Scopus,2-s2.0-38349120962
"Narberhaus, A., Segarra, D., CaldÃº, X., GimÃ©nez, M., Pueyo, R., Botet, F., JunquÃ©, C.",Corpus callosum and prefrontal functions in adolescents with history of very preterm birth,2008,Neuropsychologia,46,1,,111,116,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349008661&partnerID=40&md5=2da48b26bd3dbda9c70686248a66586b,Article,Scopus,2-s2.0-38349008661
"Koch, G., Costa, A., Brusa, L., Peppe, A., Gatto, I., Torriero, S., Gerfo, E.L., Salerno, S., Oliveri, M., Carlesimo, G.A., Caltagirone, C.",Impaired reproduction of second but not millisecond time intervals in Parkinson's disease,2008,Neuropsychologia,46,5,,1305,1313,,39,http://www.scopus.com/inward/record.url?eid=2-s2.0-42749097194&partnerID=40&md5=446cbf628d5606a40898c6befed03828,Article,Scopus,2-s2.0-42749097194
"Drane, D.L., Ojemann, G.A., Aylward, E., Ojemann, J.G., Johnson, L.C., Silbergeld, D.L., Miller, J.W., Tranel, D.",Category-specific naming and recognition deficits in temporal lobe epilepsy surgical patients,2008,Neuropsychologia,46,5,,1242,1255,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-42749086071&partnerID=40&md5=3e31b319a34d936a66f04fc242a6d763,Article,Scopus,2-s2.0-42749086071
"Hannula, D.E., Ranganath, C.",Medial temporal lobe activity predicts successful relational memory binding,2008,Journal of Neuroscience,28,1,,116,124,,99,http://www.scopus.com/inward/record.url?eid=2-s2.0-38149124100&partnerID=40&md5=e054e069e8671158cc8585c7144eac83,Article,Scopus,2-s2.0-38149124100
"Mingaud, F., Mormede, C., Etchamendy, N., Mons, N., Niedergang, B., Wietrzych, M., Pallet, V., Jaffard, R., Krezel, W., Higueret, P., Marighetto, A.",Retinoid hyposignaling contributes to aging-related decline in hippocampal function in short-term/working memory organization and long-term declarative memory encoding in mice,2008,Journal of Neuroscience,28,1,,279,291,,36,http://www.scopus.com/inward/record.url?eid=2-s2.0-38149089548&partnerID=40&md5=edc4e9cb7ad71b4737203deea7fdc308,Article,Scopus,2-s2.0-38149089548
"Mitchell, A.S., Gaffan, D.","The magnocellular mediodorsal thalamus is necessary for memory acquisition, but not retrieval",2008,Journal of Neuroscience,28,1,,258,263,,18,http://www.scopus.com/inward/record.url?eid=2-s2.0-38149127190&partnerID=40&md5=ebc5f7e353f934e50d29e6bf1973fe31,Article,Scopus,2-s2.0-38149127190
"Wagner, U., Born, J.",Memory consolidation during sleep: Interactive effects of sleep stages and HPA regulation,2008,Stress,11,1,,28,41,,35,http://www.scopus.com/inward/record.url?eid=2-s2.0-37849050580&partnerID=40&md5=b2ae0fd689604f5e1cf71a6a050201b8,Review,Scopus,2-s2.0-37849050580
"Soei, E., Daum, I.",Course of relational and non-relational recognition memory across the adult lifespan,2008,Learning and Memory,15,1,,21,28,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-38649098432&partnerID=40&md5=3ad6418e39e54e7795a97c95b1167e6c,Article,Scopus,2-s2.0-38649098432
"Troyer, A.K., Murphy, K.J., Anderson, N.D., Moscovitch, M., Craik, F.I.M.",Changing everyday memory behaviour in amnestic mild cognitive impairment: A randomised controlled trial,2008,Neuropsychological Rehabilitation,18,1,,65,88,,51,http://www.scopus.com/inward/record.url?eid=2-s2.0-36849047757&partnerID=40&md5=16dccdd1c4d4012d35b9e18bdb9fc76f,Article,Scopus,2-s2.0-36849047757
"Daselaar, S.M., Rice, H.J., Greenberg, D.L., Cabeza, R., LaBar, K.S., Rubin, D.C.","The spatiotemporal dynamics of autobiographical memory: Neural correlates of recall, emotional intensity, and reliving",2008,Cerebral Cortex,18,1,,217,229,,89,http://www.scopus.com/inward/record.url?eid=2-s2.0-36849031307&partnerID=40&md5=e6b64841f2a9b5e12ed53d064a7821d5,Article,Scopus,2-s2.0-36849031307
"Stone, W.S., Seidman, L.J.",Toward a model of memory enhancement in schizophrenia: Glucose administration and hippocampal function,2008,Schizophrenia Bulletin,34,1,,93,108,,17,http://www.scopus.com/inward/record.url?eid=2-s2.0-37149004876&partnerID=40&md5=616b8440347464686714e6d43e7b1e9c,Review,Scopus,2-s2.0-37149004876
"Helmstaedter, C., Richter, S., RÃ¶ske, S., Oltmanns, F., Schramm, J., Lehmann, T.-N.",Differential effects of temporal pole resection with amygdalohippocampectomy versus selective amygdalohippocampectomy on material-specific memory in patients with mesial temporal lobe epilepsy,2008,Epilepsia,49,1,,88,97,,62,http://www.scopus.com/inward/record.url?eid=2-s2.0-37549047608&partnerID=40&md5=4b176eb2b06a0159c63af75cf9130649,Article,Scopus,2-s2.0-37549047608
"Goldberg, T.E., Iudicello, J., Russo, C., ElvevÃ¥g, B., Straub, R., Egan, M.F., Weinberger, D.R.",BDNF Val66Met polymorphism significantly affects dâ€_ in verbal recognition memory at short and long delays,2008,Biological Psychology,77,1,,20,24,,37,http://www.scopus.com/inward/record.url?eid=2-s2.0-37349073767&partnerID=40&md5=027a67a3ad23dff17d9c9c282d18b05b,Article,Scopus,2-s2.0-37349073767
"Troyer, A.K., Murphy, K.J., Anderson, N.D., Hayman-Abello, B.A., Craik, F.I.M., Moscovitch, M.",Item and Associative Memory in Amnestic Mild Cognitive Impairment: Performance on Standardized Memory Tests,2008,Neuropsychology,22,1,,10,16,,30,http://www.scopus.com/inward/record.url?eid=2-s2.0-39049087135&partnerID=40&md5=6e0a8b9891fe254f026c2e7993a703a5,Article,Scopus,2-s2.0-39049087135
"Backhaus, J., Hoeckesfeld, R., Born, J., Hohagen, F., Junghanns, K.",Immediate as well as delayed post learning sleep but not wakefulness enhances declarative memory consolidation in children,2008,Neurobiology of Learning and Memory,89,1,,76,80,,45,http://www.scopus.com/inward/record.url?eid=2-s2.0-36048963575&partnerID=40&md5=279bd59777eead4a72e0302ab83fbc99,Article,Scopus,2-s2.0-36048963575
"Diaz-Asper, C.M., Goldberg, T.E., Kolachana, B.S., Straub, R.E., Egan, M.F., Weinberger, D.R.","Genetic Variation in Catechol-O-Methyltransferase: Effects on Working Memory in Schizophrenic Patients, Their Siblings, and Healthy Controls",2008,Biological Psychiatry,63,1,,72,79,,65,http://www.scopus.com/inward/record.url?eid=2-s2.0-36849077733&partnerID=40&md5=86f406564527d4db9ccad28791833267,Article,Scopus,2-s2.0-36849077733
"Sauvage, M.M., Fortin, N.J., Owens, C.B., Yonelinas, A.P., Eichenbaum, H.",Recognition memory: Opposite effects of hippocampal damage on recollection and familiarity,2008,Nature Neuroscience,11,1,,16,18,,86,http://www.scopus.com/inward/record.url?eid=2-s2.0-37549000906&partnerID=40&md5=fd5254e6dc3ede06b691993470e58ebf,Article,Scopus,2-s2.0-37549000906
"Fujiwara, E., Brand, M., Kracht, L., Kessler, J., Diebel, A., Netz, J., Markowitsch, H.J.",Functional retrograde amnesia: A multiple case study,2008,Cortex,44,1,,29,45,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-44249098487&partnerID=40&md5=b9573328fd5d1e53a9a0e1ef5b098a02,Article,Scopus,2-s2.0-44249098487
"Rajah, M.N., Ames, B., D'Esposito, M.",Prefrontal contributions to domain-general executive control processes during temporal context retrieval,2008,Neuropsychologia,46,4,,1088,1103,,29,http://www.scopus.com/inward/record.url?eid=2-s2.0-39149092690&partnerID=40&md5=444b70078deec66c55434aef73a0b1bd,Article,Scopus,2-s2.0-39149092690
"Timofeeva, O.A., Roegge, C.S., Seidler, F.J., Slotkin, T.A., Levin, E.D.","Persistent cognitive alterations in rats after early postnatal exposure to low doses of the organophosphate pesticide, diazinon",2008,Neurotoxicology and Teratology,30,1,,38,45,,57,http://www.scopus.com/inward/record.url?eid=2-s2.0-38349113169&partnerID=40&md5=4921a1ab65e6c62ab51871d4238b5c7f,Article,Scopus,2-s2.0-38349113169
"Johnson, J.D., Minton, B.R., Rugg, M.D.",Content dependence of the electrophysiological correlates of recollection,2008,NeuroImage,39,1,,406,416,,19,http://www.scopus.com/inward/record.url?eid=2-s2.0-36049025249&partnerID=40&md5=3db302ab9266217ad3dc6b2a80673fa0,Article,Scopus,2-s2.0-36049025249
"Uekermann, J., Channon, S., LehmkÃ_mper, C., Abdel-Hamid, M., Vollmoeller, W., Daum, I.","Executive function, mentalizing and humor in major depression",2008,Journal of the International Neuropsychological Society,14,1,,55,62,,41,http://www.scopus.com/inward/record.url?eid=2-s2.0-37449009726&partnerID=40&md5=61d612c532f716558ce23e4173526409,Article,Scopus,2-s2.0-37449009726
"Soldan, A., Zarahn, E., Hilton, H.J., Stern, Y.",Global familiarity of visual stimuli affects repetition-related neural plasticity but not repetition priming,2008,NeuroImage,39,1,,515,526,,12,http://www.scopus.com/inward/record.url?eid=2-s2.0-36048964231&partnerID=40&md5=e4265b49f440cde6c71650aa5d8c44e0,Article,Scopus,2-s2.0-36048964231
"Miller, B.T., Verstynen, T., Johnson, M.K., D'Esposito, M.",Prefrontal and parietal contributions to refreshing: An rTMS study,2008,NeuroImage,39,1,,436,440,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-36049011612&partnerID=40&md5=2fc62ff6d9d3757b30600580dba97cc7,Article,Scopus,2-s2.0-36049011612
"Hunsaker, M.R., Kesner, R.P.",Dissociations across the dorsal-ventral axis of CA3 and CA1 for encoding and retrieval of contextual and auditory-cued fear,2008,Neurobiology of Learning and Memory,89,1,,61,69,,53,http://www.scopus.com/inward/record.url?eid=2-s2.0-36148950973&partnerID=40&md5=9acb35c586980793f5e9f1ef0b343a69,Article,Scopus,2-s2.0-36148950973
"Grafman, J.",Paging equals functionality,2008,Journal of the International Neuropsychological Society,14,1,,152,153,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-37449015045&partnerID=40&md5=2d8e7687b3c5e87957ed09ae3f5d5e1d,Editorial,Scopus,2-s2.0-37449015045
"Berryhill, M.E., Phuong, L., Picasso, L., Cabeza, R., Olson, I.R.",Parietal lobe and episodic memory: Bilateral damage causes impaired free recall of autobiographical memory,2007,Journal of Neuroscience,27,52,,14415,14423,,82,http://www.scopus.com/inward/record.url?eid=2-s2.0-37549014938&partnerID=40&md5=83cb95d3f541a4a60f1fc133386f7131,Article,Scopus,2-s2.0-37549014938
"Rosenbaum, R.S., Winocur, G., Grady, C.L., Ziegler, M., Moscovitch, M.",Memory for familiar environments learned in the remote past: fMRI studies of healthy people and an amnesic person with extensive bilateral hippocampal lesions,2007,Hippocampus,17,12,,1241,1251,,22,http://www.scopus.com/inward/record.url?eid=2-s2.0-36948999423&partnerID=40&md5=48caf163588049c06e277d5c6eb38408,Article,Scopus,2-s2.0-36948999423
"Hasselmo, M.E., Giocomo, L.M., Zilli, E.A.",Grid cell firing may arise from interference of theta frequency membrane potential oscillations in single neurons,2007,Hippocampus,17,12,,1252,1271,,107,http://www.scopus.com/inward/record.url?eid=2-s2.0-36448969820&partnerID=40&md5=e01a435d7abbc5e87eb86c51631b450d,Article,Scopus,2-s2.0-36448969820
"Poepel, A., Jarius, S., Heukamp, L.C., Urbach, H., Elger, C.E., Bien, C.G., Voltz, R.",Neurological course of long-term surviving patients with SCLC and anti-Hu syndrome,2007,Journal of the Neurological Sciences,263,2-Jan,,145,148,,11,http://www.scopus.com/inward/record.url?eid=2-s2.0-35649005489&partnerID=40&md5=92746a06aa0e2264c8736c5862e0c92f,Article,Scopus,2-s2.0-35649005489
"Yoon, J.H., Hoffman, J.N., D'Esposito, M.",Segregation of function in the lateral prefrontal cortex during visual object working memory,2007,Brain Research,1184,1,,217,225,,8,http://www.scopus.com/inward/record.url?eid=2-s2.0-36349023860&partnerID=40&md5=c5fd4d784e1eeef6195dbca3ecde987b,Article,Scopus,2-s2.0-36349023860
"De Armentia, M.L., Jancic, D., Olivares, R., Alarcon, J.M., Kandel, E.R., Barco, A.",cAMP response element-binding protein-mediated gene expression increases the intrinsic excitability of CA1 pyramidal neurons,2007,Journal of Neuroscience,27,50,,13909,13918,,60,http://www.scopus.com/inward/record.url?eid=2-s2.0-37249055436&partnerID=40&md5=9b09d3e7f76a0df9cff3718b315d3e06,Article,Scopus,2-s2.0-37249055436
"Tan, H.-Y., Chen, Q., Goldberg, T.E., Mattay, V.S., Meyer-Lindenberg, A., Weinberger, D.R., Callicott, J.H.",Catechol-O-methyltransferase Val158Met modulation of prefrontal-parietal- striatal brain systems during arithmetic and temporal transformations in working memory,2007,Journal of Neuroscience,27,49,,13393,13401,,83,http://www.scopus.com/inward/record.url?eid=2-s2.0-37149054393&partnerID=40&md5=c0d7ad41c81a0e7164739b01322f4646,Article,Scopus,2-s2.0-37149054393
"Hoppe, C., Elger, C.E., Helmstaedter, C.",Long-term memory impairment in patients with focal epilepsy,2007,Epilepsia,48,SUPPL. 9,,26,29,,41,http://www.scopus.com/inward/record.url?eid=2-s2.0-36649001176&partnerID=40&md5=370573360edb24e29ceb3c0a7dc8a837,Conference Paper,Scopus,2-s2.0-36649001176
"Rasch, B., Born, J.",Maintaining memories by reactivation,2007,Current Opinion in Neurobiology,17,6,,698,703,,85,http://www.scopus.com/inward/record.url?eid=2-s2.0-40849118093&partnerID=40&md5=8cffc350e29ab0578d8572996a7a3cbe,Review,Scopus,2-s2.0-40849118093
"Piefke, M., Markowitsch, H.J.",Long-term memory - Neuroanatomic and neurofunctional basics | GedÃ_chtnis und gedÃ_chtnisstÃ¶rungen - Nuroanatomische und neurofunktionelle grundlagen,2007,PsychoNeuro,33,12,,522,525,,1,http://www.scopus.com/inward/record.url?eid=2-s2.0-38949147449&partnerID=40&md5=b377acff8043350f54c524d1f58046a0,Review,Scopus,2-s2.0-38949147449
"Valvassori, S.S., Fortunato, J.J., Gomes, K.M., RÃ©us, G.Z., Martins, M.R., Gavioli, E.C., Schetinger, M.R.C., Dal-Pizzol, F., Quevedo, J.",Acute and subacute exposure to malathion impairs aversive but not non-associative memory in rats,2007,Neurotoxicity Research,12,1,,71,79,,5,http://www.scopus.com/inward/record.url?eid=2-s2.0-34548611069&partnerID=40&md5=96259d800f1cfd6e12c2ae745dceb52c,Article,Scopus,2-s2.0-34548611069
"Vicari, S., Verucci, L., Carlesimo, G.A.",Implicit memory is independent from IQ and age but not from etiology: Evidence from Down and Williams syndromes,2007,Journal of Intellectual Disability Research,51,12,,932,941,,26,http://www.scopus.com/inward/record.url?eid=2-s2.0-35948940081&partnerID=40&md5=7354158055c15f9e3ca27bf0a10fec3b,Article,Scopus,2-s2.0-35948940081
"Kesner, R.P.",Neurobiological Views of Memory,2007,Neurobiology of Learning and Memory,,,,271,304,,7,http://www.scopus.com/inward/record.url?eid=2-s2.0-84882469370&partnerID=40&md5=ce2a7ab9e5629b2146c6b95d9ab579d0,Book Chapter,Scopus,2-s2.0-84882469370
"Penner, M.R., Barnes, C.A.",Memory Changes with Age. Neurobiological Correlates,2007,Neurobiology of Learning and Memory,,,,483,518,,2,http://www.scopus.com/inward/record.url?eid=2-s2.0-84863394295&partnerID=40&md5=02456f237af74017aa6200a4f1e67ec3,Book Chapter,Scopus,2-s2.0-84863394295
"Rolls, E.T.",Computations in Memory Systems in the Brain,2007,Neurobiology of Learning and Memory,,,,191,242,,,http://www.scopus.com/inward/record.url?eid=2-s2.0-84882521131&partnerID=40&md5=e7c1e4ea3ca34e7e120419783eb25844,Book Chapter,Scopus,2-s2.0-84882521131
